ca_southmon_2;Southland Monsters;;;;;;;;x
ca_southmon_3;Southland Monsters;;;;;;;;x
ca_southmon_4;Southland Monsters;;;;;;;;x
ca_southmon_1_desc;The Southlands are a harsh, hostile, and generally unexplored place. Rumor has it that the Southland Lizardman spawning pools are capable of spawning stronger, more monstrous versions of Terradons, Kroxigors, and Cold Ones.;;;;;;;;x
ca_mosasaurpens_1;Mosasaur Pens;;;;;;;;x
ca_mosasaurpens_2;Mosasaur Pens;;;;;;;;x
ca_mosasaurpens_3;Mosasaur Pens;;;;;;;;x
ca_mosasaurpens_4;Mosasaur Pens;;;;;;;;x
mosasaurpens_desc;While most believe that the Lizardmen mostly inhabit the dry ground of Lustria, there have been reports and sightings from pirates, adventurers, and the odd merchant sons that creatures of vast size lurk beneath the warm waters of Lustria, able to easily snap merchant ships in half, and rumored to devour Krakens whole. The Imperials call these creatures the Mosasaur, and it is believed that they are mostly used to transport Lizardman armies from Lustria to the old world, should the Slann demand it. It is also rumored that these creatures can traverse land, but this is unconfirmed...;;;;;;;;x
ct_mosasaurpens_1;Mosasaur Pens;;;;;;;;x
ct_mosasaurpens_2;Mosasaur Pens;;;;;;;;x
ct_mosasaurpens_3;Mosasaur Pens;;;;;;;;x
ct_mosasaurpens_4;Mosasaur Pens;;;;;;;;x
ct_skirmisherquarters_1;Skink Skirmisher Quarters;;;;;;;;x
ct_skirmisherquarters_2;Skink Skirmisher Quarters;;;;;;;;x
ct_skirmisherquarters_3;Skink Skirmisher Quarters;;;;;;;;x
ct_skirmisherquarters_4;Skink Skirmisher Quarters;;;;;;;;x
ct_skirmisherquarters_5;Skink Skirmisher Quarters;;;;;;;;x
ct_skirmisherquarters_1_desc;While most Temple-cities do not field large amounts of soldiers for armies, a majority of a Temple-City's fielded forces are Skink skirmishers, which can act as screens or harrying forces.;;;;;;;;x
ct_templecity_1;Temple-City;;;;;;;;x
ct_templecity_2;Temple-City;;;;;;;;x
ct_templecity_3;Temple-City;;;;;;;;x
ct_templecity_4;Temple-City;;;;;;;;x
ct_templecity_5;Temple-City;;;;;;;;x
ct_templecity_6;Temple-City;;;;;;;;x
ct_templecity_1_desc;While Pyramid-Cities can be considered Military bases in old world terms, Temple-Cities are the major population centers of the Lizardmen. Hundreds, sometimes even thousands of various Lizardmen live inside the City's walls, carrying out the Old Ones' orders, as told by their regents, the Slann.;;;;;;;;x
ct_sauriwarriors_1;Saurus Warriors;;;;;;;;x
ct_sauriwarriors_2;Saurus Warriors;;;;;;;;x
ct_sauriwarriors_3;Saurus Warriors;;;;;;;;x
ct_sauriwarriors_4;Saurus Warriors;;;;;;;;x
ct_sauriwarriors_1_desc;While most Saurus warrior broods are sent to Pyramid-Cities to await further orders, Temple-Cities still maintain small bands of Saurus warriors to act as elite warriors for their armies.;;;;;;;;x
ct_lizwall_1;Temple-City Walls;;;;;;;;x
ct_lizwall_2;Temple-City Walls;;;;;;;;x
ct_lizwall_3;Temple-City Walls;;;;;;;;x
ct_lizwall_4;Temple-City Walls;;;;;;;;x
ct_lizwall_5;Temple-City Walls;;;;;;;;x
ct_lizwall_1_desc;Much like most of the Lizardmen's architecture, the Temple-City's walls are of Old one design, making them some of the more stronger structures in the world. They have to be, as more often than not these cities are full of relics, treasures, and sometimes even Slann themselves.;;;;;;;;x
ct_oldidol_1;Refurbished Idols;;;;;;;;x
ct_oldidol_2;Complete Idols;;;;;;;;x
ct_skink_artisans_1;Skink Craftsmen;;;;;;;;x
ct_skink_artisans_2;Skink Craftsmen;;;;;;;;x
ct_skink_artisans_3;Skink Craftsmen;;;;;;;;x
ct_skink_artisans_4;Skink Craftsmen;;;;;;;;x
ct_skink_artisans_5;Skink Craftsmen;;;;;;;;x
ct_skinkcustodian_1;Skink Custodians;;;;;;;;x
ct_skinkcustodian_2;Skink Custodians;;;;;;;;x
ct_skinkcustodian_3;Skink Custodians;;;;;;;;x
ct_skinkcustodian_4;Skink Custodians;;;;;;;;x
ct_skinkcustodian_5;Skink Custodians;;;;;;;;x
ct_skinkcustodian_6;Skink Custodians;;;;;;;;x
ct_skinkcustodian_1_desc;We must not forget our place and purpose, the reason we were put on this world, and what our orders are, something that only the Custodian Skinks can do.;;;;;;;;x
tp_lizwall_1;Temple Walls;;;;;;;;x
tp_lizwall_2;Temple Walls;;;;;;;;x
tp_lizwall_3;Temple Walls;;;;;;;;x
tp_lizwall_4;Temple Walls;;;;;;;;x
tp_lizwall_5;Temple Walls;;;;;;;;x
tp_templecomplex_1;Temple-Complex;;;;;;;;x
tp_templecomplex_2;Temple-Complex;;;;;;;;x
tp_templecomplex_3;Temple-Complex;;;;;;;;x
tp_templecomplex_4;Temple-Complex;;;;;;;;x
tp_templecomplex_5;Temple-Complex;;;;;;;;x
tp_templecomplex_6;Temple-Complex;;;;;;;;x
tp_templecomplex_1_desc;Temple-Complexes are the grand palaces of the new world, the largest, and most grandest of Old One buildings are seen here, as more often than not, these complexes house a Slann, a large toad-like creature of impossible magical powers, and regents of the Old Ones. Only they can piece together the Great Plan, and lead the Lizardmen to their destiny as care-takers of the world.;;;;;;;;x
tp_skinkmilitia_1;Skink Militia;;;;;;;;x
tp_skinkmilitia_2;Skink Militia;;;;;;;;x
tp_skinkmilitia_3;Skink Militia;;;;;;;;x
tp_skinkmilitia_1_desc;Much like Pyramid-Cities, Temple-Complexes do not house large amounts of Skinks, but a good many of the Skinks that are housed in the complexes serve skimisher or light infantry roles.;;;;;;;;x
tp_templeguard_1;Temple Guards;;;;;;;;x
tp_templeguard_2;Temple Guards;;;;;;;;x
tp_templeguard_3;Temple Guards;;;;;;;;x
tp_templeguard_4;Temple Guards;;;;;;;;x
tp_templeguard_5;Temple Guards;;;;;;;;x
tp_templeguard_6;Temple Guards;;;;;;;;x
tp_templeguard_1_desc;Unlike the regular Saurus warrior broods seen around Lizardmen holdings, Saurus temple guard broods are larger, deadlier, and older Saurus warriors, normally hand picked by Slann to serve in entourage whenever the Great Plan calls for it.;;;;;;;;x
tp_skinkmastercustodians_1;Master Custodians;;;;;;;;x
tp_skinkmastercustodians_2;Master Custodians;;;;;;;;x
tp_skinkmastercustodians_3;Master Custodians;;;;;;;;x
tp_skinkmastercustodians_4;Master Custodians;;;;;;;;x
tp_skinkmastercustodians_5;Master Custodians;;;;;;;;x
tp_skinkmastercustodians_6;Master Custodians;;;;;;;;x
tp_skinkmastercustodians_1_desc;Much like anything near Temple-Complexes, Skink master custodians are older, wiser Skinks that preserve Old One relics and texts, and if a Slann is present in the temple, then they are also his caretakers and servants.;;;;;;;;x
tp_techworks_1;Old One Techworks;;;;;;;;x
tp_techworks_2;Old One Techworks;;;;;;;;x
tp_techworks_1_desc;While much of the Old Ones' tech is either beyond repair or lost, some of it still remains, and with the proper knowledge, can be worked again to increase the fighting power of our armies.;;;;;;;;x
tp_templescarguard_1;Temple Scar-Guard;;;;;;;;x
tp_templescarguard_1_desc;If Scar-Guards are the elite warriors of Pyramid-Cities, then temple Scar-Guards are the elite of all Lizardmen troops. Given the best equipment possible, lead by the oldest and best among their ranks, and tasked with defending their Slann masters even at the cost of their lives means that these units are like mountains on the battlefield, unweavering and immovable.;;;;;;;;x
tp_spawning_pool;Spawning Pool;;;;;;;;;;;;;
#
# NEHEKHARAN BUILDINGS
#
ca_the_black_tower;The Black Tower of Arkhan;;;;;;;;;x
ca_the_black_tower_desc;The Black Tower is the home of the legendary Arkhan the Black, first and foremost of all Nagash's followers. This dark tower was built by Arkhan at the height of Nagash's reign of terror and so the lands around it are saturated with dark magic, further protecting it from whomever may be foolish enough to intrude. From this tower Arkhan furthers his knowledge of dark magic,constantly seeking to improve his skill with the final goal of eventually being able to revive his dark master, Nagash.;;;;;;;;;x
ca_necropolis_of_khemri;Khemri;;;;;;;;;x
ca_necropolis_of_khemri_desc;The once great city of Khemri retains little of its former glory, the soaring towers of shining gold and the grand pyramids made of limestone and alabaster are likened to the Tomb Kings themselves,  completely rotten and fully decayed with age. The largest of the pyramids still dominate over the rest of the city thanks to the undying efforts of the Liche Priests tasked with slowly restoring the cities monuments. Nevertheless, Khemri still remains the centre of the ancient empire of Nehekhara and those who hold it even in its current state are seen as truly great leaders.;;;;;;;;;x
ca_lybaras;Tomb City of Lybaras;;;;;;;;;x
ca_lybaras_desc;No different to the other cities in Nehekhara,the Tomb-City of Lybaras is an image of decayed splendour. This once glorious city is the resting place of the beautiful but formidable Queen Khalida who has dedicated the entire city to Asaph, the Nehekharan goddess of vengeance and magic who endlessly promises Khalida revenge on Nagash's vampiric spawn. The city itself is difficult for invading armies to approach, protected from the west by mountains, east by the dangerous waters of the Gulf of Fear and south by the Cursed Jungle. These natural defences have allowed Lybaras to strongly resist Khemri throughout its history.;;;;;;;;;x
ca_zandri;Zandri;;;;;;;;;x
ca_zandri_desc;The ancient city of Zandri was one of the first cities built in Nehekhara with many even claiming it to be the very first major settlement. In these times of old Zandri was the centre of a vast naval empire, fleets with ships numbering in their hundreds were stationed here and untold riches constantly flowed through the city. Although these times have long since passed, Zandri has remained an important port-city in Nehekhara and a key location that any King of Khemri would wish to control.;;;;;;;;;x
ca_nehekharan_keep_1;Grand Mausoleum;;;;;;;;x
ca_nehekharan_keep_2;Grand Mausoleum;;;;;;;;x
ca_nehekharan_keep_3;Grand Mausoleum;;;;;;;;x
ca_nehekharan_keep_4;Grand Mausoleum;;;;;;;;x
ca_nehekharan_keep_5;Grand Mausoleum;;;;;;;;x
ca_nehekharan_keep_6;Grand Mausoleum;;;;;;;;x
ca_nehekharan_keep_1_desc;The grand mausoleums of the Nehekharans are the final resting places for the Khemri Tomb King's common servants from ages past. Buried by the hundreds or thousands, these subjects served their masters loyaly in life, and are now condemed to serve them forever in undeath. With most of regular life gone due to Nagash's curse, a large amount of the commoners buried in these mausoleums are soldiers, waiting to be awakened by their master's call to war.;;;;;;;;x
ca_skeleton_bows_1;Archer Burial Chamber;;;;;;;;x
ca_skeleton_bows_2;Archer Burial Chamber;;;;;;;;x
ca_skeleton_bows_3;Archer Burial Chamber;;;;;;;;x
ca_skeleton_bows_4;Archer Burial Chamber;;;;;;;;x
ca_skeleton_bows_5;Archer Burial Chamber;;;;;;;;x
ca_skeleton_bows_1_desc;Nehekharan Tombs are normally divided into sections, with each housing a different class of subject or servant in said sections. Here is where the archer core of a Nehekharan army is buried, waiting for the time they are awakened.;;;;;;;;x
ca_skeletonspears_1;Spears Burial Chamber;;;;;;;;x
ca_skeletonspears_2;Spears Burial Chamber;;;;;;;;x
ca_skeletonspears_3;Spears Burial Chamber;;;;;;;;x
ca_skeletonspears_4;Spears Burial Chamber;;;;;;;;x
ca_skeletonspears_5;Spears Burial Chamber;;;;;;;;x
ca_skeletonspears_6;Spears Burial Chamber;;;;;;;;x
ca_skeletonspears_1_desc;Much like the Archer burial chambers, these chambers house the spear units of the Nehekharan armies. They are the most basic and numerous of the Nehekharan infantry units, and are good at holding down other infantry blocks and stopping cavalry charges.;;;;;;;;x
ca_skeletoncav_1;Cavalry Mausoleum;;;;;;;;x
ca_skeletoncav_2;Cavalry Mausoleum;;;;;;;;x
ca_skeletoncav_3;Cavalry Mausoleum;;;;;;;;x
ca_skeletoncav_4;Cavalry Mausoleum;;;;;;;;x
ca_skeletoncav_5;Cavalry Mausoleum;;;;;;;;x
ca_skeletoncav_6;Cavalry Mausoleum;;;;;;;;x
ca_skeletoncav_1_desc;Due to the need to bury their steeds with them, these servants of the Tomb Kings are buried in a seperate mausoleum. While not the most impressive cavalry, these units are still feared on the battlefield, for they never tire nor run from battle.;;;;;;;;x
ca_skellychariots_1;Charioteer Burial Chamber;;;;;;;;x
ca_skellychariots_2;Charioteer Burial Chamber;;;;;;;;x
ca_skellychariots_3;Charioteer Burial Chamber;;;;;;;;x
ca_skellychariots_4;Charioteer Burial Chamber;;;;;;;;x
ca_skellychariots_5;Charioteer Burial Chamber;;;;;;;;x
ca_skellychariots_1_desc;The chariot is a weapon of war almost as old as mankind itself, having originated and seen extensive use in old Nehekhara, being used to crash into dense infantry blocks and disrupt their lines. With every living soul in Nehekhara dead, an adaptation was adopted for the chariots, adding scythes to the hubs of the wheels so that when the chariots crash into the undead ranks, they truly are scattered.;;;;;;;;x
ca_necropolitown_1;Common Necropolis;;;;;;;;x
ca_necropolitown_2;Common Necropolis;;;;;;;;x
ca_necropolitown_3;Common Necropolis;;;;;;;;x
ca_necropolitown_1_desc;Hundreds, if not thousands of necropoli and mausoleums dot Nehekhara's landscape, the final resting place for many of the Tomb King's servants. While not nearly as impressive as the Tomb King's burial sites, the commoner's necropoli are still very large, and house not only the dead buried there, but also things like gems, coins, jewlery, even pottery.;;;;;;;;x
ca_nehekharanwall_1;Mausoleum Defenses;;;;;;;;x
ca_nehekharanwall_2;Mausoleum Defenses;;;;;;;;x
ca_nehekharanwall_3;Mausoleum Defenses;;;;;;;;x
ca_nehekharanwall_4;Mausoleum Defenses;;;;;;;;x
ca_nehekharanwall_5;Mausoleum Defenses;;;;;;;;x
ca_nehekharanwall_6;Mausoleum Defenses;;;;;;;;x
ca_nehekharanwall_1_desc;Nehekhara is an old civilization, having long exsisted before the age of castles and gunpowder. As such, the Tomb Kings do not have 'walls' to defend their resting places, but instead rely upon the thousand year old traps that have been built into their burial sites. A determined would-be adventurer can circumvent and defeat the traps, navigating an army's worth of men and/or women is much more difficult.;;;;;;;;x
ca_nshipyard_1;Drydock;;;;;;;;x
ca_nshipyard_2;Drydock;;;;;;;;x
ca_nshipyard_3;Drydock;;;;;;;;x
ca_nshipyard_4;Drydock;;;;;;;;x
ca_nshipyard_1_desc;In the ages past, Nehekhara had absolute naval dominance in the southern lands of the old-world. Her ships traveled far and wide, spreading Nehekharan borders and culture from the Southlands and even as far as the Empire in the north. While the Tomb Kings may have no need for trade, they do this anyway, to help live out their dilusions of being alive again.;;;;;;;;x
ca_nehk_tomb_1;Royal Tomb;;;;;;;;x
ca_nehk_tomb_2;Royal Tomb;;;;;;;;x
ca_nehk_tomb_3;Royal Tomb;;;;;;;;x
ca_nehk_tomb_4;Royal Tomb;;;;;;;;x
ca_nehk_tomb_5;Royal Tomb;;;;;;;;x
ca_nehk_tomb_1_desc;While the commoners lie buried in mausoleums and necropoli, the royalty and priesthood of Nehekhara live Grand pyramid complexes, each being bigger than the last in an attempt to out do each other in the after-life. Inside the staggeringly huge buildings are thousands of rooms, each laden with either servants, precious treasures, or the Tomb King or Liche-priest itself sometimes. Due to the status of those buried in these structures, they are full of traps and cryptic puzzles, and few can say they have successfully plundered such a building.;;;;;;;;x
tp_nehkwall_1;Mortuary Defenses;;;;;;;;x
tp_nehkwall_2;Mortuary Defenses;;;;;;;;x
tp_nehkwall_3;Mortuary Defenses;;;;;;;;x
tp_nehkwall_4;Mortuary Defenses;;;;;;;;x
tp_nehkwall_5;Mortuary Defenses;;;;;;;;x
tp_lichepriest_1;Liche-priest Mortuary;;;;;;;;x
tp_lichepriest_2;Liche-priest Mortuary;;;;;;;;x
tp_lichepriest_3;Liche-priest Mortuary;;;;;;;;x
tp_lichepriest_4;Liche-priest Mortuary;;;;;;;;x
tp_lichepriest_5;Liche-priest Mortuary;;;;;;;;x
tp_lichepriest_6;Liche-priest Mortuary;;;;;;;;x
tp_burialtomb_1;Servant Chambers;;;;;;;;x
tp_burialtomb_2;Servant Chambers;;;;;;;;x
tp_burialtomb_3;Servant Chambers;;;;;;;;x
tp_burialtomb_1_desc;In life, these servants of the Liche-priests would have helped prepare Nehekharans for their journeys to the after-life, mummifying them and sealing them in sarcophagi, and sending the body to their final resting place. Now, they are mindless servants to the Liche-priests, their only goal is the protection of the priest itself.;;;;;;;;x
tp_nobletomb_1;Noble Chambers;;;;;;;;x
tp_nobletomb_2;Noble Chambers;;;;;;;;x
tp_nobletomb_3;Noble Chambers;;;;;;;;x
tp_nobletomb_4;Noble Chambers;;;;;;;;x
tp_nobletomb_5;Noble Chambers;;;;;;;;x
tp_nobletomb_6;Noble Chambers;;;;;;;;x
tp_nobletomb_1_desc;;While most highborn nobles get their own mausoleums for them to rest eternally in, the lower end of the nobles, priesthood included, must be placed inside the Liche-priest Mortuary, so that the priests could be defend and served in the afer-life. Even with Nagash's curse, these nobles and priests defend their masters and to their bidding when commanded. Heavily armed and armored, these troops are much more threatening then the regular hosts of the Tomb Kings.;;;;;;;;x
tp_lichemortuary_1_desc;While the Liche-priests are tasked with upkeeping the undead Nehekharan servants, they also have the job of assembling the monstrous statues fielded by Tomb Kings. Here is where they practice this craft, melding sandstone together with magic to give the statues life, so that they may better serve their masters in combat.;;;;;;;;x
tp_lichemortuary_1;Necrotect Chambers;;;;;;;;x
tp_lichemortuary_2;Necrotect Chambers;;;;;;;;x
tp_lichemortuary_3;Necrotect Chambers;;;;;;;;x
tp_lichemortuary_4;Necrotect Chambers;;;;;;;;x
tp_lichemortuary_5;Necrotect Chambers;;;;;;;;x
tp_licheburial_1;Priestly Tomb;;;;;;;;x
tp_licheburial_2;Priestly Tomb;;;;;;;;x
tp_licheburial_1_desc;Much like their royal counterparts, Liche-priests are buried in magnificent tomb structures that house not only themselves, but their creations, servants, precious gems, and above all, their manuscripts and knowledge scrolls. Due to their huge importance in undead life, their tombs are normally secluded, and well protected so that they may rise again to serve the Tomb Kings in death, as they did in life.;;;;;;;;x
